[23:04:02] [info] MAAT: Creating window MAAT Editor (1600, 900)
[23:04:02] [info] MAAT: OpenGL Info:
[23:04:02] [info] MAAT:   Vendor: ATI Technologies Inc.
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 50
[23:04:19] [warning] MAAT: Pixel data = 1036831949
[23:04:19] [warning] MAAT: Pixel data = 1036831949
[23:04:19] [warning] MAAT: Pixel data = 1036831949
[23:04:19] [warning] MAAT: Pixel data = 1036831949
[23:04:19] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:20] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:21] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:22] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 1036831949
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:23] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 50
[23:04:24] [warning] MAAT: Pixel data = 1036831949
[23:04:24] [warning] MAAT: Pixel data = 1036831949
[23:04:24] [warning] MAAT: Pixel data = 1036831949
[23:04:24] [warning] MAAT: Pixel data = 1036831949
[23:04:24] [warning] MAAT: Pixel data = 1036831949
[23:04:24] [warning] MAAT: Pixel data = 1036831949
[23:04:24] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 1036831949
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:25] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 1036831949
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:26] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:27] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 50
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
